Trial,Angular Diameter,Alpha Value,Chi-Squared Value
0,1.61,0.1,3.246020757886972
0,1.61,0.11,3.24730009198417
0,1.61,0.12,3.249885815144524
0,1.61,0.13,3.253666185304421
0,1.61,0.14,3.258541969922625
0,1.61,0.15,3.264424805036927
0,1.61,0.16,3.2712358071672454
0,1.61,0.17,3.278904394998376
0,1.61,0.18,3.2873672860382284
0,1.61,0.19,3.296567640011893
0,1.61,0.2,3.3064543260028794
0,1.61,0.21,3.316981294584202
0,1.61,0.22,3.328107039619377
0,1.61,0.23,3.339794137232858
0,1.61,0.24,3.3520088517895186
0,1.61,0.25,3.3647208006944456
0,1.61,0.26,3.377902671519264
0,1.61,0.27,3.3915299864568214
0,1.61,0.28,3.405580910472025
0,1.61,0.29,3.420036100818458
0,1.61,0.3,3.434878596896061
0,1.61,0.31,3.450093750808116
0,1.61,0.32,3.465669200525545
0,1.61,0.33,3.481594889394323
0,1.61,0.34,3.4978631379758713
0,1.61,0.35000000000000003,3.514468777095093
0,1.61,0.36,3.531409354773222
0,1.61,0.37,3.548685434859342
0,1.61,0.38,3.566301012255699
0,1.61,0.39,3.584264079572495
0,1.62,0.0,3.4500316375632187
0,1.62,0.01,3.408440786988174
0,1.62,0.02,3.3730014665707193
0,1.62,0.03,3.3428989904848683
0,1.62,0.04,3.3174527580635
0,1.62,0.05,3.2960903256117406
0,1.62,0.06,3.27832718187791
0,1.62,0.07,3.2637508384017213
0,1.62,0.08,3.252008202020575
0,1.62,0.09,3.242795479157691
0,1.62,0.1,3.2358500438344984
0,1.62,0.11,3.2309438430460844
0,1.62,0.12,3.227878014680891
0,1.62,0.13,3.226478468691278
0,1.62,0.14,3.2265922386884376
0,1.62,0.15,3.2280844537142253
0,1.62,0.16,3.2308358123085053
0,1.62,0.17,3.234740465782399
0,1.62,0.18,3.2397042367367326
0,1.62,0.19,3.2456431137276307
0,1.62,0.2,3.252481974607495
0,1.62,0.21,3.260153500223783
0,1.62,0.22,3.2685972474131813
0,1.62,0.23,3.2777588560164497
0,1.62,0.24,3.28758936928839
0,1.62,0.25,3.2980446508396044
0,1.62,0.26,3.3090848843172935
0,1.62,0.27,3.320674144563442
0,1.62,0.28,3.332780031101896
0,1.62,0.29,3.345373356598574
0,1.62,0.3,3.358427884493324
0,1.62,0.31,3.371920111387188
0,1.62,0.32,3.385829091049949
0,1.62,0.33,3.4001362981506897
0,1.62,0.34,3.4148255310739537
0,1.62,0.35000000000000003,3.429882854538596
0,1.62,0.36,3.445296584273655
0,1.62,0.37,3.4610573178382578
0,1.62,0.38,3.4771580179510315
0,1.62,0.39,3.493594157626789
0,1.63,0.0,3.651026482070568
0,1.63,0.01,3.578016883820592
0,1.63,0.02,3.5156271371431407
0,1.63,0.03,3.4622466459264296
0,1.63,0.04,3.4165655056324655
0,1.63,0.05,3.377508913703236
0,1.63,0.06,3.3441877796334714
0,1.63,0.07,3.315861102684148
0,1.63,0.08,3.2919070070980063
0,1.63,0.09,3.271800221962024
0,1.63,0.1,3.2550944110309485
0,1.63,0.11,3.241408189595538
0,1.63,0.12,3.2304139709320516
0,1.63,0.13,3.221829003547094
0,1.63,0.14,3.2154081187363275
0,1.63,0.15,3.2109378237738393
0,1.63,0.16,3.2082314615862435
0,1.63,0.17,3.207125221533114
0,1.63,0.18,3.207474833867489
0,1.63,0.19,3.2091528168059136
0,1.63,0.2,3.212046172915967
0,1.63,0.21,3.216054452911464
0,1.63,0.22,3.2210881215205456
0,1.63,0.23,3.227067173028108
0,1.63,0.24,3.233919954256372
0,1.63,0.25,3.241582160782545
0,1.63,0.26,3.24999597858658
0,1.63,0.27,3.259109348443273
0,1.63,0.28,3.2688753345039614
0,1.63,0.29,3.279251581869887
0,1.63,0.3,3.290199850711895
0,1.63,0.31,3.301685616771654
0,1.63,0.32,3.313677729994907
0,1.63,0.33,3.3261481246839972
0,1.63,0.34,3.339071575987729
0,1.63,0.35000000000000003,3.352425498836173
0,1.63,0.36,3.3661897866344166
0,1.63,0.37,3.38034668821193
0,1.63,0.38,3.394880722744991
0,1.63,0.39,3.409778633700231
0,1.6400000000000001,0.0,4.017633562229108
0,1.6400000000000001,0.01,3.8875486199029208
0,1.6400000000000001,0.02,3.7775517958193845
0,1.6400000000000001,0.03,3.6840918973691075
0,1.6400000000000001,0.04,3.604382666352521
0,1.6400000000000001,0.05,3.536211652432291
0,1.6400000000000001,0.06,3.4778028182677327
0,1.6400000000000001,0.07,3.427716235617487
0,1.6400000000000001,0.08,3.3847738222210975
0,1.6400000000000001,0.09,3.3480036408919993
0,1.6400000000000001,0.1,3.3165976523658878
0,1.6400000000000001,0.11,3.2898792555804928
0,1.6400000000000001,0.12,3.267278174313125
0,1.6400000000000001,0.13,3.248310790336342
0,1.6400000000000001,0.14,3.232564627184454
0,1.6400000000000001,0.15,3.219686005749085
0,1.6400000000000001,0.16,3.209370148589049
0,1.6400000000000001,0.17,3.2013531907401154
0,1.6400000000000001,0.18,3.195405686691334
0,1.6400000000000001,0.19,3.1913273003029228
0,1.6400000000000001,0.2,3.188942436618071
0,1.6400000000000001,0.21,3.1880966286436916
0,1.6400000000000001,0.22,3.188653533099392
0,1.6400000000000001,0.23,3.1904924203230745
0,1.6400000000000001,0.24,3.1935060674707447
0,1.6400000000000001,0.25,3.1975989826690507
0,1.6400000000000001,0.26,3.2026859022008725
0,1.6400000000000001,0.27,3.2086905141080555
0,1.6400000000000001,0.28,3.2155443705124465
0,1.6400000000000001,0.29,3.2231859580349442
0,1.6400000000000001,0.3,3.2315599013476994
0,1.6400000000000001,0.31,3.240616279442066
0,1.6400000000000001,0.32,3.250310037877807
0,1.6400000000000001,0.33,3.2606004832847906
0,1.6400000000000001,0.34,3.2714508488641214
0,1.6400000000000001,0.35000000000000003,3.2828279216979146
0,1.6400000000000001,0.36,3.2947017244192525
0,1.6400000000000001,0.37,3.307045245293885
0,1.6400000000000001,0.38,3.3198342120882844
0,1.6400000000000001,0.39,3.3330469063037147
0,1.6500000000000004,0.0,4.706130486383842
0,1.6500000000000004,0.01,4.459515143849015
0,1.6500000000000004,0.02,4.256033889297847
0,1.6500000000000004,0.03,4.086582426445553
0,1.6500000000000004,0.04,3.9443695002750805
0,1.6500000000000004,0.05,3.824241585400704
0,1.6500000000000004,0.06,3.7222276416738613
0,1.6500000000000004,0.07,3.635225485231707
0,1.6500000000000004,0.08,3.560781473532323
0,1.6500000000000004,0.09,3.4969329991042413
0,1.6500000000000004,0.1,3.4420940795038155
0,1.6500000000000004,0.11,3.394971038312284
0,1.6500000000000004,0.12,3.354499533736643
0,1.6500000000000004,0.13,3.3197969543869426
0,1.6500000000000004,0.14,3.290126026504399
0,1.6500000000000004,0.15,3.264866702549601
0,1.6500000000000004,0.16,3.2434942372675186
0,1.6500000000000004,0.17,3.2255619361605605
0,1.6500000000000004,0.18,3.210687467355606
0,1.6500000000000004,0.19,3.198541916281335
0,1.6500000000000004,0.2,3.1888409698470035
0,1.6500000000000004,0.21,3.181337767394997
0,1.6500000000000004,0.22,3.1758170662134972
0,1.6500000000000004,0.23,3.172090451283213
0,1.6500000000000004,0.24,3.169992380157048
0,1.6500000000000004,0.25,3.169376900037788
0,1.6500000000000004,0.26,3.1701149092113456
0,1.6500000000000004,0.27,3.1720918618712113
0,1.6500000000000004,0.28,3.1752058361064854
0,1.6500000000000004,0.29,3.1793659009350073
0,1.6500000000000004,0.3,3.1844907308609187
0,1.6500000000000004,0.31,3.1905074263509827
0,1.6500000000000004,0.32,3.197350506476961
0,1.6500000000000004,0.33,3.204961046229527
0,1.6500000000000004,0.34,3.2132859360282064
0,1.6500000000000004,0.35000000000000003,3.2222772450038284
0,1.6500000000000004,0.36,3.2318916729240583
0,1.6500000000000004,0.37,3.242090078332933
0,1.6500000000000004,0.38,3.2528370727096534
0,1.6500000000000004,0.39,3.2641006723230555
0,1.6600000000000001,0.0,6.125306328186743
0,1.6600000000000001,0.01,5.596526250125303
0,1.6600000000000001,0.02,5.179540368046737
0,1.6600000000000001,0.03,4.845213945586787
0,1.6600000000000001,0.04,4.5734079720706635
0,1.6600000000000001,0.05,4.349827034444492
0,1.6600000000000001,0.06,4.164087040474159
0,1.6600000000000001,0.07,4.008491071930537
0,1.6600000000000001,0.08,3.8772312106382016
0,1.6600000000000001,0.09,3.7658547295856337
0,1.6600000000000001,0.1,3.6708989425294023
0,1.6600000000000001,0.11,3.58963633064865
0,1.6600000000000001,0.12,3.519893380074024
0,1.6600000000000001,0.13,3.459919677811548
0,1.6600000000000001,0.14,3.408291898419462
0,1.6600000000000001,0.15,3.3638424136011293
0,1.6600000000000001,0.16,3.3256055413911456
0,1.6600000000000001,0.17,3.292776607579963
0,1.6600000000000001,0.18,3.264680432092387
0,1.6600000000000001,0.19,3.2407468304846327
0,1.6600000000000001,0.2,3.220491394077854
0,1.6600000000000001,0.21,3.203500282526847
0,1.6600000000000001,0.22,3.1894180952946236
0,1.6600000000000001,0.23,3.177938126647998
0,1.6600000000000001,0.24,3.16879448117146
0,1.6600000000000001,0.25,3.161755652880788
0,1.6600000000000001,0.26,3.156619264144206
0,1.6600000000000001,0.27,3.153207730036745
0,1.6600000000000001,0.28,3.151364665948239
0,1.6600000000000001,0.29,3.1509518958331495
0,1.6600000000000001,0.3,3.1518469487182883
0,1.6600000000000001,0.31,3.153940954348036
0,1.6600000000000001,0.32,3.157136866876095
0,1.6600000000000001,0.33,3.161347959579779
0,1.6600000000000001,0.34,3.1664965446189393
0,1.6600000000000001,0.35000000000000003,3.1725128805907015
0,1.6600000000000001,0.36,3.179334237571015
0,1.6600000000000001,0.37,3.186904094885975
0,1.6600000000000001,0.38,3.19517145132517
0,1.6600000000000001,0.39,3.204090231131071
0,1.6700000000000002,0.0,9.665309444820748
0,1.6700000000000002,0.01,8.236584680260261
0,1.6700000000000002,0.02,7.202460264220813
0,1.6700000000000002,0.03,6.429479012127549
0,1.6700000000000002,0.04,5.8364790425513196
0,1.6700000000000002,0.05,5.371746687049228
0,1.6700000000000002,0.06,5.001031748465685
0,1.6700000000000002,0.07,4.700897263252023
0,1.6700000000000002,0.08,4.454851363592077
0,1.6700000000000002,0.09,4.251005344229726
0,1.6700000000000002,0.1,4.080605915501599
0,1.6700000000000002,0.11,3.9370872195451145
0,1.6700000000000002,0.12,3.815442124823285
0,1.6700000000000002,0.13,3.7117953660346785
0,1.6700000000000002,0.14,3.623107590810975
0,1.6700000000000002,0.15,3.5469662686780605
0,1.6700000000000002,0.16,3.4814354348812473
0,1.6700000000000002,0.17,3.4249460340900044
0,1.6700000000000002,0.18,3.376214759133836
0,1.6700000000000002,0.19,3.334183200755985
0,1.6700000000000002,0.2,3.297971681752247
0,1.6700000000000002,0.21,3.266843847126965
0,1.6700000000000002,0.22,3.240179228417028
0,1.6700000000000002,0.23,3.2174517862385676
0,1.6700000000000002,0.24,3.1982129814698377
0,1.6700000000000002,0.25,3.1820783103143917
0,1.6700000000000002,0.26,3.168716512868146
0,1.6700000000000002,0.27,3.1578408626804118
0,1.6700000000000002,0.28,3.14920208901418
0,1.6700000000000002,0.29,3.1425825896771427
0,1.6700000000000002,0.3,3.137791671185865
0,1.6700000000000002,0.31,3.1346616121691313
0,1.6700000000000002,0.32,3.1330443906264525
0,1.6700000000000002,0.33,3.1328089497239806
0,1.6700000000000002,0.34,3.1338389029612013
0,1.6700000000000002,0.35000000000000003,3.1360305997600793
0,1.6700000000000002,0.36,3.1392914882661414
0,1.6700000000000002,0.37,3.1435387244811563
0,1.6700000000000002,0.38,3.148697986568355
0,1.6700000000000002,0.39,3.1547024608825955
0,1.68,0.0,23.004496988806615
0,1.68,0.01,16.688651443232796
0,1.68,0.02,12.924572780537712
0,1.68,0.03,10.496806201361666
0,1.68,0.04,8.837377992363598
0,1.68,0.05,7.651729208710075
0,1.68,0.06,6.7745662874472705
0,1.68,0.07,6.107212611242389
0,1.68,0.08,5.587744026097202
0,1.68,0.09,5.175666325084798
0,1.68,0.1,4.843567574454887
0,1.68,0.11,4.572337242884937
0,1.68,0.12,4.3483097440236484
0,1.68,0.13,4.161494638080312
0,1.68,0.14,4.004444971870496
0,1.68,0.15,3.8715133766365355
0,1.68,0.16,3.758350958696878
0,1.68,0.17,3.661562310125167
0,1.68,0.18,3.578463318485977
0,1.68,0.19,3.5069081245369094
0,1.68,0.2,3.4451634970517406
0,1.68,0.21,3.3918162968858807
0,1.68,0.22,3.3457044031498695
0,1.68,0.23,3.305864520190985
0,1.68,0.24,3.271492294453394
0,1.68,0.25,3.241911519932092
0,1.68,0.26,3.2165501312990172
0,1.68,0.27,3.1949213205501668
0,1.68,0.28,3.176608559536967
0,1.68,0.29,3.1612536277816314
0,1.68,0.3,3.1485469727163125
0,1.68,0.31,3.1382198948702142
0,1.68,0.32,3.1300381718621346
0,1.68,0.33,3.1237968249276347
0,1.68,0.34,3.1193157988803897
0,1.68,0.35000000000000003,3.1164363770395944
0,1.68,0.36,3.1150181911285344
0,1.68,0.37,3.1149367156070564
0,1.68,0.38,3.1160811586187833
0,1.68,0.39,3.1183526793754335
0,1.6900000000000002,0.0,227.6404014442453
0,1.6900000000000002,0.01,81.72222613219894
0,1.6900000000000002,0.02,42.79513939150909
0,1.6900000000000002,0.03,26.955929823498163
0,1.6900000000000002,0.04,18.96563641569885
0,1.6900000000000002,0.05,14.367657050232946
0,1.6900000000000002,0.06,11.474998547550262
0,1.6900000000000002,0.07,9.534176449272573
0,1.6900000000000002,0.08,8.167178591494439
0,1.6900000000000002,0.09,7.167219535437342
0,1.6900000000000002,0.1,6.413325848743351
0,1.6900000000000002,0.11,5.830821935678754
0,1.6900000000000002,0.12,5.371539241379131
0,1.6900000000000002,0.13,5.003245910063465
0,1.6900000000000002,0.14,4.703692738438687
0,1.6900000000000002,0.15,4.457105762122481
0,1.6900000000000002,0.16,4.252039500910375
0,1.6900000000000002,0.17,4.080018792323545
0,1.6900000000000002,0.18,3.934654316655871
0,1.6900000000000002,0.19,3.811051724864555
0,1.6900000000000002,0.2,3.7054078611863273
0,1.6900000000000002,0.21,3.614729188566519
0,1.6900000000000002,0.22,3.536631817610374
0,1.6900000000000002,0.23,3.4691971259811094
0,1.6900000000000002,0.24,3.410865938461771
0,1.6900000000000002,0.25,3.360359899004815
0,1.6900000000000002,0.26,3.3166223088845124
0,1.6900000000000002,0.27,3.278773094244186
0,1.6900000000000002,0.28,3.246074160947509
0,1.6900000000000002,0.29,3.2179024762150026
0,1.6900000000000002,0.3,3.1937289611057316
0,1.6900000000000002,0.31,3.173101797599832
0,1.6900000000000002,0.32,3.1556331214431252
0,1.6900000000000002,0.33,3.1409883347741956
0,1.6900000000000002,0.34,3.128877462721945
0,1.6900000000000002,0.35000000000000003,3.1190481171833913
0,1.6900000000000002,0.36,3.111279733621218
0,1.6900000000000002,0.37,3.105378823186634
0,1.6900000000000002,0.38,3.101175039940221
0,1.6900000000000002,0.39,3.098517906488127
0,1.7000000000000004,0.0,133.84251650741447
0,1.7000000000000004,0.01,572.6311301289529
0,1.7000000000000004,0.02,65787.20425576887
0,1.7000000000000004,0.03,410.01869816261177
0,1.7000000000000004,0.04,113.83203713138134
0,1.7000000000000004,0.05,53.871992432743546
0,1.7000000000000004,0.06,32.1093853067028
0,1.7000000000000004,0.07,21.807219610663523
0,1.7000000000000004,0.08,16.115322070822838
0,1.7000000000000004,0.09,12.634406377610299
0,1.7000000000000004,0.1,10.346951429743854
0,1.7000000000000004,0.11,8.761162848955506
0,1.7000000000000004,0.12,7.615500473829612
0,1.7000000000000004,0.13,6.760313429030255
0,1.7000000000000004,0.14,6.104863306051492
0,1.7000000000000004,0.15,5.591479256665997
0,1.7000000000000004,0.16,5.182047324996098
0,1.7000000000000004,0.17,4.850535098561561
0,1.7000000000000004,0.18,4.578654344894225
0,1.7000000000000004,0.19,4.353240594705289
0,1.7000000000000004,0.2,4.164613941266225
0,1.7000000000000004,0.21,4.005522081355025
0,1.7000000000000004,0.22,3.870440383402764
0,1.7000000000000004,0.23,3.755097309386575
0,1.7000000000000004,0.24,3.656145781554965
0,1.7000000000000004,0.25,3.5709312642616573
0,1.7000000000000004,0.26,3.4973252766051863
0,1.7000000000000004,0.27,3.4336040072534053
0,1.7000000000000004,0.28,3.3783585522515893
0,1.7000000000000004,0.29,3.3304276722562585
0,1.7000000000000004,0.3,3.28884681651303
0,1.7000000000000004,0.31,3.2528090521184563
0,1.7000000000000004,0.32,3.221634812672741
0,1.7000000000000004,0.33,3.194748254010179
0,1.7000000000000004,0.34,3.1716586114966328
0,1.7000000000000004,0.35000000000000003,3.1519453804498525
0,1.7000000000000004,0.36,3.135246445504802
0,1.7000000000000004,0.37,3.121248504010159
0,1.7000000000000004,0.38,3.109679288246159
0,1.7000000000000004,0.39,3.100301208746753
0,1.7100000000000002,0.0,24.065952983068268
0,1.7100000000000002,0.01,32.30348869071891
0,1.7100000000000002,0.02,50.444733784721386
0,1.7100000000000002,0.03,98.8272431949072
0,1.7100000000000002,0.04,304.96282576277065
0,1.7100000000000002,0.05,6469.569863284035
0,1.7100000000000002,0.06,941.0149801788244
0,1.7100000000000002,0.07,169.4223968140442
0,1.7100000000000002,0.08,70.01232981452475
0,1.7100000000000002,0.09,38.994686133291495
0,1.7100000000000002,0.1,25.410767249113707
0,1.7100000000000002,0.11,18.25614001829094
0,1.7100000000000002,0.12,14.020275984913663
0,1.7100000000000002,0.13,11.301128560058324
0,1.7100000000000002,0.14,9.449052662242813
0,1.7100000000000002,0.15,8.129253633130126
0,1.7100000000000002,0.16,7.1547823174022245
0,1.7100000000000002,0.17,6.414476732648587
0,1.7100000000000002,0.18,5.8388067598043305
0,1.7100000000000002,0.19,5.382430775862799
0,1.7100000000000002,0.2,5.014728870952733
0,1.7100000000000002,0.21,4.7143985953254335
0,1.7100000000000002,0.22,4.466235041596102
0,1.7100000000000002,0.23,4.25914070225794
0,1.7100000000000002,0.24,4.084855643745622
0,1.7100000000000002,0.25,3.93712437477759
0,1.7100000000000002,0.26,3.8111355934615445
0,1.7100000000000002,0.27,3.7031370800186285
0,1.7100000000000002,0.28,3.610165725732135
0,1.7100000000000002,0.29,3.52985489197815
0,1.7100000000000002,0.3,3.46029472404674
0,1.7100000000000002,0.31,3.3999293716700163
0,1.7100000000000002,0.32,3.3474803477186224
0,1.7100000000000002,0.33,3.3018886725903838
0,1.7100000000000002,0.34,3.2622707036217227
0,1.7100000000000002,0.35000000000000003,3.2278840587615636
0,1.7100000000000002,0.36,3.1981010722429786
0,1.7100000000000002,0.37,3.1723879308241023
0,1.7100000000000002,0.38,3.150288137130123
0,1.7100000000000002,0.39,3.1314092998639387
0,1.7200000000000002,0.0,21.444850181624293
0,1.7200000000000002,0.01,19.43091274715659
0,1.7200000000000002,0.02,19.874303503587
0,1.7200000000000002,0.03,22.747296802500443
0,1.7200000000000002,0.04,29.23811913215362
0,1.7200000000000002,0.05,43.07230782577381
0,1.7200000000000002,0.06,76.71848520079838
0,1.7200000000000002,0.07,191.23656539649366
0,1.7200000000000002,0.08,1232.9685019556368
0,1.7200000000000002,0.09,3921.7052107117042
0,1.7200000000000002,0.1,278.10295680763085
0,1.7200000000000002,0.11,94.78836867614181
0,1.7200000000000002,0.12,48.466872391491265
0,1.7200000000000002,0.13,30.06738567247478
0,1.7200000000000002,0.14,20.913149102156105
0,1.7200000000000002,0.15,15.692819363604476
0,1.7200000000000002,0.16,12.429467248640833
0,1.7200000000000002,0.17,10.250158470070675
0,1.7200000000000002,0.18,8.720598400576325
0,1.7200000000000002,0.19,7.6047316542489884
0,1.7200000000000002,0.2,6.76516454135872
0,1.7200000000000002,0.21,6.117439306517729
0,1.7200000000000002,0.22,5.6072680058353
0,1.7200000000000002,0.23,5.1984323749627235
0,1.7200000000000002,0.24,4.865996143873708
0,1.7200000000000002,0.25,4.592320073619942
0,1.7200000000000002,0.26,4.364631212283241
0,1.7200000000000002,0.27,4.173488338080227
0,1.7200000000000002,0.28,4.011785353364852
0,1.7200000000000002,0.29,3.8740868397312784
0,1.7200000000000002,0.3,3.756174868276674
0,1.7200000000000002,0.31,3.654733513024783
0,1.7200000000000002,0.32,3.567125044634789
0,1.7200000000000002,0.33,3.4912290681936664
0,1.7200000000000002,0.34,3.4253238454352175
0,1.7200000000000002,0.35000000000000003,3.367999108336914
0,1.7200000000000002,0.36,3.3180901122684783
0,1.7200000000000002,0.37,3.274627572536031
0,1.7200000000000002,0.38,3.236799187189443
0,1.7200000000000002,0.39,3.203919769265994
0,1.73,0.0,121.49054811026123
0,1.73,0.01,50.967093560831785
0,1.73,0.02,30.781135732840262
0,1.73,0.03,22.986958361388524
0,1.73,0.04,20.002329998203955
0,1.73,0.05,19.722096179344984
0,1.73,0.06,21.762604148206567
0,1.73,0.07,26.857704427361842
0,1.73,0.08,37.57120021775945
0,1.73,0.09,61.88936602422167
0,1.73,0.1,132.47336047516868
0,1.73,0.11,512.1196940139685
0,1.73,0.12,4799059.99301167
0,1.73,0.13,536.1208233260597
0,1.73,0.14,135.5553970713311
0,1.73,0.15,61.97750007742912
0,1.73,0.16,36.22059502650925
0,1.73,0.17,24.261200920656293
0,1.73,0.18,17.73353699074328
0,1.73,0.19,13.774738425254927
0,1.73,0.2,11.18900010150202
0,1.73,0.21,9.404586416939212
0,1.73,0.22,8.119918025796297
0,1.73,0.23,7.163537813738827
0,1.73,0.24,6.432024442395517
0,1.73,0.25,5.859929001103044
0,1.73,0.26,5.404154634792171
0,1.73,0.27,5.035357713321816
0,1.73,0.28,4.73298006341612
0,1.73,0.29,4.482258817920794
0,1.73,0.3,4.272361977642998
0,1.73,0.31,4.095189647710441
0,1.73,0.32,3.9445822163596396
0,1.73,0.33,3.815784695828446
0,1.73,0.34,3.705076555776374
0,1.73,0.35000000000000003,3.6095109839802153
0,1.73,0.36,3.5267280295881904
0,1.73,0.37,3.4548185810643233
0,1.73,0.38,3.392223926342526
0,1.73,0.39,3.337660612434836
0,1.7400000000000002,0.0,117.83515742386038
0,1.7400000000000002,0.01,724.1284450078504
0,1.7400000000000002,0.02,2635.0505392447267
0,1.7400000000000002,0.03,178.5398899251973
0,1.7400000000000002,0.04,63.43976770920788
0,1.7400000000000002,0.05,35.33601275565121
0,1.7400000000000002,0.06,25.001753126403255
0,1.7400000000000002,0.07,20.847783962679543
0,1.7400000000000002,0.08,19.798598401733006
0,1.7400000000000002,0.09,21.069254483044237
0,1.7400000000000002,0.1,25.013907505569552
0,1.7400000000000002,0.11,33.391239850127725
0,1.7400000000000002,0.12,51.48694391550976
0,1.7400000000000002,0.13,98.18617021176678
0,1.7400000000000002,0.14,282.36303140537905
0,1.7400000000000002,0.15,3617.436513800906
0,1.7400000000000002,0.16,1419.098261913625
0,1.7400000000000002,0.17,209.48954332682098
0,1.7400000000000002,0.18,82.15097854317276
0,1.7400000000000002,0.19,44.57261927551776
0,1.7400000000000002,0.2,28.55537812717395
0,1.7400000000000002,0.21,20.254878575669267
0,1.7400000000000002,0.22,15.393611569365586
0,1.7400000000000002,0.23,12.297078661204305
0,1.7400000000000002,0.24,10.200090825122222
0,1.7400000000000002,0.25,8.71233715970043
0,1.7400000000000002,0.26,7.617594024681108
0,1.7400000000000002,0.27,6.788108171155442
0,1.7400000000000002,0.28,6.144388737937058
0,1.7400000000000002,0.29,5.634825561684531
0,1.7400000000000002,0.3,5.224695810564983
0,1.7400000000000002,0.31,4.889920825804877
0,1.7400000000000002,0.32,4.61336290662658
0,1.7400000000000002,0.33,4.3825452838565715
0,1.7400000000000002,0.34,4.188202256764345
0,1.7400000000000002,0.35000000000000003,4.023330793599358
0,1.7400000000000002,0.36,3.882554475529143
0,1.7400000000000002,0.37,3.7616873395766914
0,1.7400000000000002,0.38,3.657428789460755
0,1.7400000000000002,0.39,3.567146330033739
0,1.7500000000000004,0.0,18.698680606123965
0,1.7500000000000004,0.01,25.837031595954887
0,1.7500000000000004,0.02,42.004605011339784
0,1.7500000000000004,0.03,89.82393698352654
0,1.7500000000000004,0.04,367.2042167543151
0,1.7500000000000004,0.05,82631.9383391162
0,1.7500000000000004,0.06,289.64421022187105
0,1.7500000000000004,0.07,81.92473310012616
0,1.7500000000000004,0.08,41.453114760724645
0,1.7500000000000004,0.09,27.627380267167126
0,1.7500000000000004,0.1,22.01599509282318
0,1.7500000000000004,0.11,20.113228634555664
0,1.7500000000000004,0.12,20.64030426623882
0,1.7500000000000004,0.13,23.604138301212565
0,1.7500000000000004,0.14,30.177635864780182
0,1.7500000000000004,0.15,43.93934176725615
0,1.7500000000000004,0.16,76.45719569728945
0,1.7500000000000004,0.17,180.69814546591516
0,1.7500000000000004,0.18,947.2400186056493
0,1.7500000000000004,0.19,9834.039369722057
0,1.7500000000000004,0.2,364.7474393154604
0,1.7500000000000004,0.21,114.13051396642392
0,1.7500000000000004,0.22,56.28805653785014
0,1.7500000000000004,0.23,34.17933569681531
0,1.7500000000000004,0.24,23.415412786349663
0,1.7500000000000004,0.25,17.36241601302057
0,1.7500000000000004,0.26,13.61539053891933
0,1.7500000000000004,0.27,11.131025451574347
0,1.7500000000000004,0.28,9.396866329667558
0,1.7500000000000004,0.29,8.137078960089173
0,1.7500000000000004,0.3,7.192350397535871
0,1.7500000000000004,0.31,6.46536148404177
0,1.7500000000000004,0.32,5.893883016485103
0,1.7500000000000004,0.33,5.436582040368835
0,1.7500000000000004,0.34,5.065108850925879
0,1.7500000000000004,0.35000000000000003,4.759476379876632
0,1.7500000000000004,0.36,4.505253493592068
